#{"t_start": 1718361813.8909078, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-26.489709,347,3.083472
-32.350953,259,4.729539
49.725288,1000,10.648063
-23.430133,66,11.030715
11.53427,1000,16.886165
-35.060859,679,20.89005
123.560535,935,68.844281
19.762574,371,72.088966
-7.910505,325,74.023656
-30.475483,359,76.260352
-121.442738,639,80.082966
-97.489529,655,83.958779
-22.251758,223,85.26433
5.439738,996,91.248028
20.310795,95,91.822015
-82.307913,434,136.689346
-9.875546,207,138.662971
-8.55539,1000,145.009436
11.512468,434,147.601055
-5.637616,821,152.496773
5.734015,90,153.039412
126.079865,817,157.970135
-9.74577,15,158.059899
-53.282861,1000,207.067616
-43.251289,469,210.153998
17.570055,1000,216.051718
-19.715193,197,217.22241
-103.697238,1000,223.21972
-2.703091,1000,270.29001
18.511432,730,276.897094
-41.085449,150,277.783316
-21.358393,25,277.938506
-58.518728,1000,284.001039
-36.123438,350,286.174066
42.164384,385,288.480901
82.580238,1000,294.53642
-31.704709,1000,343.539012
15.031672,1000,349.723924
-51.373834,255,351.213225
-21.255847,367,353.388186
171.227387,1000,359.329022
-45.313815,373,361.552205
-5.600593,25,361.711409
