#{"t_start": 1718361814.437882, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
113.91443,653,4.831773
25.152199,238,6.227771
-24.116719,223,7.545223
9.675101,1000,13.404333
-26.948158,123,14.122356
-51.472679,1000,19.966034
14.249584,238,21.382154
-85.322616,1000,70.306038
-1.971076,182,71.723261
-46.021788,313,73.579244
101.367124,1000,79.605109
-23.188092,935,85.105276
-70.235195,1000,91.08585
-10.262494,185,92.187006
109.941613,991,141.56874
-25.347777,307,143.385275
45.39923,543,146.615981
-40.491057,718,150.866183
-11.406505,255,152.372695
-113.761981,1000,158.348099
53.779049,288,160.05246
42.296901,977,209.143029
-67.829421,1000,215.012665
-34.623991,809,219.830918
4.04041,1000,225.738038
-26.708032,256,227.237391
4.944583,109,227.872221
75.175884,1000,277.044035
-18.035591,255,278.561232
-27.109896,435,281.20494
-15.702114,309,283.059458
101.419031,1000,289.133192
1.172992,1000,295.164185
-7.123899,12,295.235789
68.345547,623,341.338964
80.052368,950,347.7984
-38.241883,107,348.449783
-14.431309,9,348.506865
10.348345,653,352.414459
39.976734,1000,358.473151
-61.388338,520,361.633307
103.592922,982,410.543077
-5.20575,1000,416.959653
-43.838317,1000,423.323632
-11.602831,10,423.38318
1.288887,368,425.585403
-13.593367,10,425.646748
-73.477474,1000,431.635244
19.751571,139,472.747277
55.882779,910,480.892061
-7.465972,39,481.117487
-10.37074,25,481.264671
-71.169593,828,486.189341
14.516748,27,486.34926
-49.370747,1000,492.229879
-12.746399,325,494.131671
-82.829281,352,496.231658
110.204863,1000,544.311474
9.791418,195,546.222873
-34.141797,271,548.279623
128.187332,1000,554.238009
0.53813,451,556.902213
-35.466893,246,558.382865
47.181068,1000,564.368678
-113.86179,1000,612.67024
-21.1963,276,615.183197
-18.720294,427,617.995374
-7.175781,11,618.06227
-29.156589,16,618.159294
-7.55731,731,622.525438
-70.267884,1000,628.620763
-92.421632,1000,634.712608
-6.980204,12,634.785475
-17.203362,9,634.839098
27.882965,1000,683.99075
